source_id,target_id,relationship_type,weight,interaction_freq,src_revenue,src_debt_ratio,src_liquidity,src_legal_cases,src_credit_score,src_bankrupt,tgt_revenue,tgt_debt_ratio,tgt_liquidity,tgt_legal_cases,tgt_credit_score,tgt_bankrupt
E00136,E02173,parent_company,0.86,16,6103727,0.68,0.67,1,844,0,4236951,0.78,1.1,2,841,0
E01612,E02173,parent_company,0.56,48,2461209,0.21,1.6,1,536,0,4236951,0.78,1.1,2,841,0
E01928,E02173,parent_company,0.46,35,6199718,0.99,0.62,2,786,0,4236951,0.78,1.1,2,841,0
E00295,E02173,parent_company,0.89,2,3701617,0.91,1.9,1,591,0,4236951,0.78,1.1,2,841,0
E01915,E02260,parent_company,0.65,6,3024382,0.38,1.31,1,699,0,4476589,0.37,0.93,2,535,0
E00151,E02260,co-investor,0.59,35,2131270,0.22,1.57,1,784,0,4476589,0.37,0.93,2,535,0
E02288,E02260,co-investor,0.61,43,4397005,0.42,1.22,1,663,0,4476589,0.37,0.93,2,535,0
E00572,E02260,co-investor,0.2,8,6450302,0.76,1.86,0,751,1,4476589,0.37,0.93,2,535,0
E02178,E02260,shared_director,0.53,9,5664130,0.41,1.48,0,820,0,4476589,0.37,0.93,2,535,0
E00769,E02260,parent_company,0.67,3,3011787,0.84,0.98,1,825,0,4476589,0.37,0.93,2,535,0
E02100,E02260,shared_director,0.14,31,6120962,0.45,1.84,3,762,0,4476589,0.37,0.93,2,535,0
E01915,E00976,parent_company,0.92,18,3024382,0.38,1.31,1,699,0,4971960,0.86,1.37,0,551,0
E00399,E00976,shared_director,0.5,21,3247362,0.15,1.79,2,648,0,4971960,0.86,1.37,0,551,0
E00761,E00976,supplier,0.29,1,4940219,0.17,1.9,1,743,0,4971960,0.86,1.37,0,551,0
E01915,E01831,parent_company,0.92,32,3024382,0.38,1.31,1,699,0,5031615,0.42,0.75,1,677,0
E00208,E01831,shared_director,0.7,8,5269969,0.32,1.5,0,648,0,5031615,0.42,0.75,1,677,0
E01915,E00119,shared_director,0.87,31,3024382,0.38,1.31,1,699,0,6512703,0.16,0.57,1,683,0
E00962,E00119,co-investor,0.34,14,2804275,0.73,1.39,2,789,0,6512703,0.16,0.57,1,683,0
E00963,E00119,parent_company,0.34,9,5790618,0.3,0.64,4,572,1,6512703,0.16,0.57,1,683,0
E00270,E01267,shared_director,1.0,47,2485319,0.78,1.12,2,718,0,3112298,0.38,0.52,4,506,1
E00371,E01267,parent_company,0.82,30,5749955,0.4,0.75,3,518,0,3112298,0.38,0.52,4,506,1
E00305,E01267,parent_company,0.3,28,6635505,0.8,0.71,2,764,0,3112298,0.38,0.52,4,506,1
E00270,E02180,supplier,0.35,40,2485319,0.78,1.12,2,718,0,4239516,0.32,1.72,0,639,0
E01335,E02180,shared_director,0.75,25,8921382,0.16,1.51,2,793,0,4239516,0.32,1.72,0,639,0
E01372,E02180,shared_director,0.39,14,5384565,0.75,0.69,1,604,0,4239516,0.32,1.72,0,639,0
E00270,E00022,shared_director,0.47,5,2485319,0.78,1.12,2,718,0,3974171,0.6,1.48,2,790,0
E00738,E00022,shared_director,0.82,8,4874686,0.7,1.06,1,590,0,3974171,0.6,1.48,2,790,0
E01961,E02694,supplier,0.69,5,9057257,0.39,0.9,0,704,1,5653248,0.63,0.53,1,809,0
E00371,E02694,co-investor,0.69,4,5749955,0.4,0.75,3,518,0,5653248,0.63,0.53,1,809,0
E01961,E01402,parent_company,0.49,45,9057257,0.39,0.9,0,704,1,4730462,0.52,1.09,2,802,0
E02143,E01402,parent_company,0.74,2,6863142,0.4,1.74,2,785,0,4730462,0.52,1.09,2,802,0
E02827,E01402,parent_company,0.91,4,7482294,0.95,1.1,0,610,0,4730462,0.52,1.09,2,802,0
E00264,E01402,supplier,0.63,31,6167600,0.11,0.61,1,665,0,4730462,0.52,1.09,2,802,0
E00303,E00514,co-investor,0.68,29,4548572,0.39,1.31,1,602,0,3698572,0.8,1.05,0,820,0
E02473,E00514,parent_company,0.9,28,6464469,0.21,0.56,2,555,1,3698572,0.8,1.05,0,820,0
E02489,E00514,supplier,0.89,8,5146869,0.58,1.91,1,843,0,3698572,0.8,1.05,0,820,0
E01631,E00514,parent_company,0.47,16,7383917,1.0,0.84,2,842,0,3698572,0.8,1.05,0,820,0
E00303,E01454,shared_director,0.92,41,4548572,0.39,1.31,1,602,0,7251175,0.4,1.38,2,639,0
E00303,E01029,supplier,0.19,1,4548572,0.39,1.31,1,602,0,4279053,0.62,0.71,1,608,0
E02348,E01029,supplier,0.9,38,6187853,0.92,1.69,1,807,0,4279053,0.62,0.71,1,608,0
E00856,E01029,shared_director,0.91,34,5060623,0.5,1.81,3,783,0,4279053,0.62,0.71,1,608,0
E00303,E02258,parent_company,0.72,49,4548572,0.39,1.31,1,602,0,2632229,0.36,1.33,0,667,0
E00544,E02258,shared_director,0.14,13,6270793,0.66,1.97,3,644,0,2632229,0.36,1.33,0,667,0
E01909,E02786,co-investor,0.22,50,5349635,0.89,0.82,3,557,0,4119406,0.78,0.68,5,762,0
E02753,E02786,parent_company,0.33,17,3144431,0.14,1.59,2,559,0,4119406,0.78,0.68,5,762,0
E00020,E02786,co-investor,0.29,27,5561928,0.18,1.34,3,536,0,4119406,0.78,0.68,5,762,0
E02324,E02786,co-investor,0.85,34,3401303,0.31,1.02,2,623,0,4119406,0.78,0.68,5,762,0
E00961,E02786,supplier,0.24,18,5709556,0.47,1.0,1,780,0,4119406,0.78,0.68,5,762,0
E01909,E00404,shared_director,0.79,21,5349635,0.89,0.82,3,557,0,3536245,0.23,0.8,3,626,0
E01350,E00404,parent_company,0.31,24,2654816,0.18,1.96,0,816,0,3536245,0.23,0.8,3,626,0
E01909,E01919,shared_director,0.2,12,5349635,0.89,0.82,3,557,0,5224209,0.42,2.0,5,770,0
E02351,E01919,parent_company,0.78,50,3995449,0.18,1.99,0,762,0,5224209,0.42,2.0,5,770,0
E00282,E01919,co-investor,0.29,47,2736367,0.4,1.31,2,743,0,5224209,0.42,2.0,5,770,0
E01497,E01919,co-investor,0.46,7,3515987,0.84,1.74,0,670,0,5224209,0.42,2.0,5,770,0
E02259,E02621,parent_company,0.79,9,3570905,0.6,1.18,4,783,0,4366469,0.27,0.5,0,527,0
E02667,E02621,co-investor,0.46,43,2404980,0.62,1.77,0,597,0,4366469,0.27,0.5,0,527,0
E02128,E02621,supplier,0.23,27,7661734,0.2,1.47,4,747,0,4366469,0.27,0.5,0,527,0
E02259,E00593,co-investor,0.18,46,3570905,0.6,1.18,4,783,0,3061600,0.55,1.84,3,685,0
E02526,E00593,co-investor,0.7,47,6868855,0.42,1.08,1,757,0,3061600,0.55,1.84,3,685,0
E02779,E00593,supplier,0.31,36,5369735,0.97,0.81,2,537,1,3061600,0.55,1.84,3,685,0
E01141,E00593,supplier,0.39,9,4129555,0.27,1.85,0,693,0,3061600,0.55,1.84,3,685,0
E01437,E00593,supplier,0.86,40,6686745,0.9,1.42,1,627,0,3061600,0.55,1.84,3,685,0
E02259,E01091,shared_director,0.46,46,3570905,0.6,1.18,4,783,0,4817661,0.73,1.88,0,608,0
E00318,E01091,shared_director,0.18,38,2117011,0.25,1.2,1,722,0,4817661,0.73,1.88,0,608,0
E02259,E00694,parent_company,0.92,42,3570905,0.6,1.18,4,783,0,1797961,0.71,0.93,4,775,0
E02780,E00694,supplier,0.65,21,7781464,0.68,1.68,2,807,0,1797961,0.71,0.93,4,775,0
E00083,E00694,supplier,0.3,24,2644943,0.38,1.9,2,587,0,1797961,0.71,0.93,4,775,0
E01773,E02060,supplier,0.85,34,2629075,0.55,1.36,5,742,0,4867224,0.63,0.51,2,644,0
E01466,E02060,supplier,0.36,44,8963383,0.79,1.97,1,849,0,4867224,0.63,0.51,2,644,0
E01040,E02060,supplier,0.65,3,6010848,0.72,1.16,0,518,1,4867224,0.63,0.51,2,644,0
E01773,E02037,parent_company,0.64,40,2629075,0.55,1.36,5,742,0,7311770,0.86,1.23,1,786,0
E01491,E02037,parent_company,0.29,46,4258818,0.14,1.74,3,559,0,7311770,0.86,1.23,1,786,0
E00095,E02037,parent_company,0.53,25,4821557,0.22,1.26,3,714,0,7311770,0.86,1.23,1,786,0
E02759,E02037,shared_director,0.41,21,8985665,0.92,1.24,1,568,0,7311770,0.86,1.23,1,786,0
E00627,E01246,parent_company,0.25,46,4291784,0.35,1.54,1,840,0,7314192,0.14,1.25,1,618,0
E01040,E01246,co-investor,0.29,39,6010848,0.72,1.16,0,518,1,7314192,0.14,1.25,1,618,0
E02881,E01246,shared_director,0.37,41,3168150,0.64,0.85,2,603,0,7314192,0.14,1.25,1,618,0
E01513,E01246,co-investor,0.78,29,4563928,0.97,0.97,1,589,0,7314192,0.14,1.25,1,618,0
E02052,E01246,supplier,0.55,46,6235749,0.55,0.92,0,546,0,7314192,0.14,1.25,1,618,0
E00627,E02474,supplier,0.57,16,4291784,0.35,1.54,1,840,0,4573215,0.86,0.53,0,659,0
E00627,E02670,co-investor,0.86,1,4291784,0.35,1.54,1,840,0,4399090,0.67,1.38,0,600,0
E00851,E02670,parent_company,0.15,38,6777197,0.25,1.13,5,558,0,4399090,0.67,1.38,0,600,0
E01386,E02670,parent_company,0.14,16,6431316,0.5,1.77,0,644,0,4399090,0.67,1.38,0,600,0
E02895,E02670,co-investor,0.47,50,1945408,0.98,0.88,1,805,0,4399090,0.67,1.38,0,600,0
E01849,E02670,co-investor,0.89,17,7834040,0.68,1.0,0,601,0,4399090,0.67,1.38,0,600,0
E00924,E00622,co-investor,0.91,43,3227915,0.42,1.75,2,597,0,3435964,0.36,1.81,0,576,1
E02754,E00622,parent_company,0.5,44,4521246,0.7,1.52,2,786,0,3435964,0.36,1.81,0,576,1
E02865,E00622,co-investor,0.47,43,4024013,0.95,0.51,0,742,0,3435964,0.36,1.81,0,576,1
E02478,E00622,supplier,0.76,26,100000,0.28,1.88,2,638,0,3435964,0.36,1.81,0,576,1
E00969,E00622,supplier,0.6,21,5710044,0.32,1.56,0,759,0,3435964,0.36,1.81,0,576,1
E00924,E01313,co-investor,0.91,33,3227915,0.42,1.75,2,597,0,6057915,0.18,1.39,0,750,0
E00789,E01313,supplier,0.95,11,7821136,0.54,1.26,0,715,0,6057915,0.18,1.39,0,750,0
E02486,E01313,shared_director,0.63,32,2642366,0.79,0.65,3,806,1,6057915,0.18,1.39,0,750,0
E01554,E01313,shared_director,0.26,47,3011639,0.2,1.63,3,845,0,6057915,0.18,1.39,0,750,0
E00298,E01313,parent_company,0.19,12,3332882,0.2,1.85,2,614,0,6057915,0.18,1.39,0,750,0
E01383,E01313,co-investor,0.6,7,3928773,0.33,0.68,1,565,0,6057915,0.18,1.39,0,750,0
E02782,E01313,co-investor,0.63,42,3416581,0.49,0.54,1,638,0,6057915,0.18,1.39,0,750,0
E00924,E01961,supplier,0.14,49,3227915,0.42,1.75,2,597,0,9057257,0.39,0.9,0,704,1
E01440,E01961,shared_director,0.86,19,7739417,0.32,1.13,0,765,0,9057257,0.39,0.9,0,704,1
E01065,E01961,parent_company,0.25,38,3528392,0.76,0.7,0,585,1,9057257,0.39,0.9,0,704,1
E00520,E01961,co-investor,0.19,43,9006814,0.58,1.44,0,603,0,9057257,0.39,0.9,0,704,1
E00805,E00040,co-investor,0.84,28,3038165,0.65,1.18,3,672,0,5200190,0.32,1.75,3,681,0
E01252,E00040,shared_director,0.83,23,6273192,0.25,1.3,1,688,0,5200190,0.32,1.75,3,681,0
E02129,E00040,parent_company,0.35,46,6693036,0.47,1.74,1,811,0,5200190,0.32,1.75,3,681,0
E00188,E00040,parent_company,0.7,11,6237323,0.34,0.87,2,814,0,5200190,0.32,1.75,3,681,0
E00241,E00040,co-investor,0.38,17,7334205,0.94,1.54,2,580,1,5200190,0.32,1.75,3,681,0
E01935,E00040,supplier,0.5,16,815785,0.79,1.75,2,610,1,5200190,0.32,1.75,3,681,0
E02517,E02186,supplier,0.55,11,3646658,0.29,1.49,2,616,0,2873964,0.6,1.86,0,652,0
E00828,E02186,parent_company,0.14,13,6186858,0.35,1.12,0,621,0,2873964,0.6,1.86,0,652,0
E02869,E02186,supplier,0.6,26,5638320,0.51,1.97,1,709,0,2873964,0.6,1.86,0,652,0
E00152,E02186,supplier,0.4,2,6162044,0.73,1.87,2,560,0,2873964,0.6,1.86,0,652,0
E00442,E02186,supplier,0.13,20,6746317,0.54,1.04,2,594,0,2873964,0.6,1.86,0,652,0
E00543,E02186,shared_director,0.87,20,6442932,0.44,1.84,1,808,0,2873964,0.6,1.86,0,652,0
E02884,E02186,supplier,0.69,7,3867742,0.57,1.96,3,808,0,2873964,0.6,1.86,0,652,0
E02517,E01777,supplier,0.57,24,3646658,0.29,1.49,2,616,0,4411470,0.67,1.21,2,613,0
E01296,E01777,shared_director,0.12,39,4075807,1.0,0.83,3,698,0,4411470,0.67,1.21,2,613,0
E02803,E01777,parent_company,0.56,44,10267075,0.98,0.89,1,800,1,4411470,0.67,1.21,2,613,0
E02517,E00296,co-investor,0.23,20,3646658,0.29,1.49,2,616,0,5961124,0.54,0.51,2,654,0
E01781,E00296,shared_director,0.85,35,2343370,0.59,1.53,0,816,0,5961124,0.54,0.51,2,654,0
E02517,E00213,shared_director,0.33,17,3646658,0.29,1.49,2,616,0,6735530,0.48,0.54,0,756,1
E02819,E00213,supplier,0.32,14,4413188,0.57,1.95,2,590,0,6735530,0.48,0.54,0,756,1
E01511,E00213,co-investor,0.89,43,1949361,0.65,1.84,1,521,0,6735530,0.48,0.54,0,756,1
E02425,E01518,supplier,0.49,32,8446930,0.92,1.96,2,824,0,5030038,0.82,0.96,0,833,1
E01371,E01518,parent_company,0.33,23,9666488,0.48,1.26,1,812,0,5030038,0.82,0.96,0,833,1
E01318,E01518,supplier,0.23,7,5500904,0.25,1.27,3,580,0,5030038,0.82,0.96,0,833,1
E02425,E00111,parent_company,0.12,1,8446930,0.92,1.96,2,824,0,3685533,0.43,1.03,0,556,0
E02373,E00111,parent_company,0.9,15,5933432,0.37,1.9,3,782,0,3685533,0.43,1.03,0,556,0
E00020,E00111,co-investor,0.51,33,5561928,0.18,1.34,3,536,0,3685533,0.43,1.03,0,556,0
E00621,E00111,supplier,0.9,47,5478954,0.73,0.55,2,732,1,3685533,0.43,1.03,0,556,0
E00467,E00111,co-investor,0.22,33,2688863,0.77,1.16,2,535,0,3685533,0.43,1.03,0,556,0
E02425,E00803,shared_director,0.82,44,8446930,0.92,1.96,2,824,0,3395014,0.22,1.29,2,582,0
E00735,E00803,parent_company,0.28,19,3066965,0.9,0.69,0,785,1,3395014,0.22,1.29,2,582,0
E00044,E00803,shared_director,0.42,13,6047905,0.48,1.73,1,802,0,3395014,0.22,1.29,2,582,0
E02479,E01383,supplier,0.84,2,6345886,0.64,1.09,0,848,0,3928773,0.33,0.68,1,565,0
E01664,E01383,shared_director,0.36,45,4262408,0.77,1.15,2,543,0,3928773,0.33,0.68,1,565,0
E02806,E01383,co-investor,0.79,32,5945326,0.43,1.79,2,643,0,3928773,0.33,0.68,1,565,0
E02299,E01383,shared_director,0.9,6,6508166,0.37,1.95,5,542,0,3928773,0.33,0.68,1,565,0
E02488,E01383,shared_director,0.33,6,4051309,0.27,1.18,2,809,0,3928773,0.33,0.68,1,565,0
E02479,E00494,co-investor,0.76,48,6345886,0.64,1.09,0,848,0,3898103,0.76,1.47,0,811,0
E00018,E00494,parent_company,0.53,26,7017205,0.26,1.01,1,782,0,3898103,0.76,1.47,0,811,0
E02479,E02306,supplier,0.49,24,6345886,0.64,1.09,0,848,0,5275689,0.19,1.2,0,622,0
E01738,E02306,supplier,0.27,44,5079872,0.62,1.94,1,562,1,5275689,0.19,1.2,0,622,0
E02824,E02306,parent_company,0.13,45,3881340,0.14,1.55,1,638,0,5275689,0.19,1.2,0,622,0
E02479,E01783,shared_director,0.27,45,6345886,0.64,1.09,0,848,0,8027195,0.69,1.37,3,613,0
E01264,E01783,shared_director,0.5,15,6691203,0.67,1.14,3,532,0,8027195,0.69,1.37,3,613,0
E02526,E01783,parent_company,0.71,24,6868855,0.42,1.08,1,757,0,8027195,0.69,1.37,3,613,0
E01307,E01783,parent_company,0.1,37,4813131,0.25,1.18,1,657,0,8027195,0.69,1.37,3,613,0
E02726,E01783,shared_director,0.46,37,7732309,0.94,0.92,2,507,0,8027195,0.69,1.37,3,613,0
E01759,E01783,co-investor,0.3,50,7435496,0.26,1.58,2,565,0,8027195,0.69,1.37,3,613,0
E02479,E01160,supplier,0.52,1,6345886,0.64,1.09,0,848,0,6798271,0.29,1.81,2,616,0
E01261,E01160,parent_company,0.77,27,6710920,0.8,0.63,3,521,1,6798271,0.29,1.81,2,616,0
E00883,E01160,parent_company,0.48,27,6439674,0.81,1.26,1,644,1,6798271,0.29,1.81,2,616,0
E00643,E01160,co-investor,0.12,41,5605370,0.44,1.36,2,547,0,6798271,0.29,1.81,2,616,0
E00333,E02659,supplier,0.58,43,6464247,0.24,0.79,3,780,0,1059999,0.19,1.42,2,512,0
E00241,E02659,parent_company,0.77,45,7334205,0.94,1.54,2,580,1,1059999,0.19,1.42,2,512,0
E01315,E02659,parent_company,0.6,2,5366600,0.98,1.13,4,636,0,1059999,0.19,1.42,2,512,0
E01791,E02659,co-investor,0.77,42,1505093,0.74,1.87,2,733,1,1059999,0.19,1.42,2,512,0
E00333,E00761,supplier,0.75,6,6464247,0.24,0.79,3,780,0,4940219,0.17,1.9,1,743,0
E01769,E00761,shared_director,0.18,40,6082113,0.87,0.64,0,736,0,4940219,0.17,1.9,1,743,0
E01535,E00761,co-investor,0.56,8,6340439,0.22,1.28,4,541,0,4940219,0.17,1.9,1,743,0
E00380,E00761,co-investor,0.27,50,6991504,0.28,1.58,2,796,0,4940219,0.17,1.9,1,743,0
E01247,E00761,shared_director,0.37,20,7352350,0.51,0.82,1,802,0,4940219,0.17,1.9,1,743,0
E02344,E01707,supplier,0.55,41,2765163,0.43,1.65,0,762,0,381632,0.17,0.9,1,751,0
E01352,E01707,supplier,0.44,34,5781045,0.89,1.66,0,680,0,381632,0.17,0.9,1,751,0
E00215,E01707,parent_company,0.9,9,2301072,0.28,1.0,2,744,0,381632,0.17,0.9,1,751,0
E02344,E00254,co-investor,0.22,17,2765163,0.43,1.65,0,762,0,7097061,0.27,1.91,3,628,0
E01142,E00254,supplier,0.93,41,6501173,0.27,1.17,3,769,0,7097061,0.27,1.91,3,628,0
E02344,E01242,shared_director,0.9,17,2765163,0.43,1.65,0,762,0,4018125,0.71,0.88,3,712,1
E02561,E01242,parent_company,0.31,32,6046790,0.54,0.94,2,516,0,4018125,0.71,0.88,3,712,1
E01336,E01242,co-investor,0.68,46,7254716,0.43,1.28,1,837,0,4018125,0.71,0.88,3,712,1
E02344,E00558,co-investor,0.36,46,2765163,0.43,1.65,0,762,0,3599768,0.28,1.16,0,567,0
E02435,E00558,co-investor,0.39,45,629406,0.68,1.28,1,525,0,3599768,0.28,1.16,0,567,0
E00796,E00558,shared_director,0.49,14,5125370,0.19,0.65,1,800,0,3599768,0.28,1.16,0,567,0
E02501,E00558,parent_company,0.47,1,7992204,0.18,2.0,3,811,0,3599768,0.28,1.16,0,567,0
E02249,E00558,parent_company,0.14,32,3635218,0.2,1.37,0,698,0,3599768,0.28,1.16,0,567,0
E02235,E01187,co-investor,0.53,44,5760762,0.18,0.88,1,705,1,3069004,0.26,0.66,1,589,0
E02143,E01187,parent_company,0.37,19,6863142,0.4,1.74,2,785,0,3069004,0.26,0.66,1,589,0
E00154,E01187,supplier,0.99,19,3403121,0.71,1.51,2,534,0,3069004,0.26,0.66,1,589,0
E02342,E01187,supplier,0.57,8,6398027,0.91,1.98,1,811,0,3069004,0.26,0.66,1,589,0
E00529,E01187,supplier,0.96,4,2820813,0.49,1.29,4,700,0,3069004,0.26,0.66,1,589,0
E00760,E01187,supplier,0.34,45,6524396,0.73,0.86,1,724,0,3069004,0.26,0.66,1,589,0
E00957,E01187,supplier,0.62,6,100000,0.21,1.78,0,837,0,3069004,0.26,0.66,1,589,0
E01416,E01187,shared_director,0.31,22,3740189,0.3,0.86,3,739,0,3069004,0.26,0.66,1,589,0
E01664,E01219,shared_director,0.17,4,4262408,0.77,1.15,2,543,0,5207088,0.97,1.17,2,557,0
E00965,E01219,parent_company,0.87,11,5706965,0.45,0.63,0,837,0,5207088,0.97,1.17,2,557,0
E01187,E01219,supplier,0.69,43,3069004,0.26,0.66,1,589,0,5207088,0.97,1.17,2,557,0
E00579,E01219,shared_director,0.89,47,4932626,0.77,1.05,3,793,0,5207088,0.97,1.17,2,557,0
E01664,E00011,supplier,0.62,6,4262408,0.77,1.15,2,543,0,7573949,0.11,0.84,0,765,0
E01529,E00011,shared_director,0.48,31,6961706,0.87,0.98,0,716,0,7573949,0.11,0.84,0,765,0
E02384,E00011,supplier,0.76,30,6164488,0.27,0.67,1,817,0,7573949,0.11,0.84,0,765,0
E01021,E00011,shared_director,0.31,15,3743030,0.74,1.79,1,516,1,7573949,0.11,0.84,0,765,0
E01325,E00011,parent_company,0.77,22,5122231,0.62,0.79,2,697,0,7573949,0.11,0.84,0,765,0
E00648,E01801,shared_director,0.54,14,3577402,0.62,1.75,1,724,0,7997165,0.39,1.84,3,767,0
E00745,E01801,supplier,0.68,12,5031373,0.7,1.7,0,608,0,7997165,0.39,1.84,3,767,0
E00759,E01801,supplier,0.26,23,6757287,0.97,0.72,2,623,0,7997165,0.39,1.84,3,767,0
E00648,E00124,parent_company,0.43,6,3577402,0.62,1.75,1,724,0,3910155,0.83,1.92,1,587,0
E02843,E00124,co-investor,0.57,34,2567348,0.31,1.18,1,766,0,3910155,0.83,1.92,1,587,0
E02288,E00124,co-investor,0.23,9,4397005,0.42,1.22,1,663,0,3910155,0.83,1.92,1,587,0
E02124,E00124,co-investor,0.97,7,8639897,0.28,0.67,3,739,0,3910155,0.83,1.92,1,587,0
E02295,E00124,supplier,0.88,46,7858234,0.82,1.19,1,586,0,3910155,0.83,1.92,1,587,0
E00647,E00124,parent_company,0.75,38,2798441,0.94,1.53,1,650,0,3910155,0.83,1.92,1,587,0
E00648,E02021,parent_company,0.59,6,3577402,0.62,1.75,1,724,0,8729250,0.82,1.57,2,727,0
E01110,E02021,shared_director,0.12,48,3419867,0.21,0.7,1,768,0,8729250,0.82,1.57,2,727,0
E00648,E00232,supplier,0.47,13,3577402,0.62,1.75,1,724,0,2898176,0.3,1.22,1,843,0
E01394,E02485,parent_company,0.38,46,5423634,0.61,0.63,4,517,1,7616023,0.85,1.86,3,683,1
E02571,E02485,shared_director,0.77,6,4249012,0.8,1.92,2,664,0,7616023,0.85,1.86,3,683,1
E01840,E02485,shared_director,0.88,11,3258965,0.58,0.94,1,720,0,7616023,0.85,1.86,3,683,1
E01235,E02485,supplier,0.35,29,3583423,0.19,1.12,3,708,0,7616023,0.85,1.86,3,683,1
E01394,E02426,parent_company,0.77,8,5423634,0.61,0.63,4,517,1,5998171,0.65,0.58,1,645,0
E02256,E02426,supplier,0.17,18,6377781,0.99,0.97,4,812,1,5998171,0.65,0.58,1,645,0
E00705,E02426,parent_company,0.27,28,6136882,0.16,1.41,0,771,0,5998171,0.65,0.58,1,645,0
E01394,E02590,supplier,0.71,50,5423634,0.61,0.63,4,517,1,5419426,0.49,0.51,3,658,0
E00260,E02590,shared_director,0.3,46,6875676,0.71,1.62,1,644,0,5419426,0.49,0.51,3,658,0
E01440,E02590,parent_company,0.63,33,7739417,0.32,1.13,0,765,0,5419426,0.49,0.51,3,658,0
E01394,E00477,supplier,0.37,18,5423634,0.61,0.63,4,517,1,809684,0.48,1.7,0,653,0
E01531,E00477,co-investor,0.73,4,676879,0.19,1.78,1,662,0,809684,0.48,1.7,0,653,0
E01394,E00621,co-investor,0.85,25,5423634,0.61,0.63,4,517,1,5478954,0.73,0.55,2,732,1
E01017,E00621,shared_director,0.52,29,7794452,0.52,1.12,2,592,0,5478954,0.73,0.55,2,732,1
E00118,E00621,shared_director,0.97,41,1493785,0.41,0.75,3,758,0,5478954,0.73,0.55,2,732,1
E01382,E00621,shared_director,0.58,26,3632080,0.47,0.56,1,791,0,5478954,0.73,0.55,2,732,1
E00058,E00621,supplier,0.18,26,4701926,0.94,1.11,2,822,1,5478954,0.73,0.55,2,732,1
E02904,E00621,shared_director,0.11,33,5564005,0.25,1.57,0,550,0,5478954,0.73,0.55,2,732,1
E01308,E01194,shared_director,0.97,16,5457964,0.37,1.08,0,689,0,6222287,0.55,1.99,1,645,0
E02177,E01194,shared_director,0.65,29,4241191,0.22,0.57,1,695,0,6222287,0.55,1.99,1,645,0
E01986,E01194,supplier,0.82,15,3673391,0.58,1.63,3,579,0,6222287,0.55,1.99,1,645,0
E01277,E01194,supplier,0.41,12,8171292,0.92,0.86,1,662,1,6222287,0.55,1.99,1,645,0
E01308,E02386,supplier,0.53,24,5457964,0.37,1.08,0,689,0,5901311,0.79,0.88,1,678,0
E01308,E00846,co-investor,0.32,45,5457964,0.37,1.08,0,689,0,5531796,0.92,0.6,1,621,0
E02914,E00846,supplier,0.54,39,3343205,0.7,0.69,2,781,1,5531796,0.92,0.6,1,621,0
E02894,E00846,co-investor,0.29,36,6191288,0.19,1.33,1,573,0,5531796,0.92,0.6,1,621,0
E02110,E02301,supplier,0.39,30,7342241,0.43,1.45,3,700,0,6485718,0.39,0.81,3,604,0
E00272,E02301,supplier,0.73,50,3098632,0.58,1.02,2,501,0,6485718,0.39,0.81,3,604,0
E00953,E02301,supplier,0.45,39,2777173,0.28,1.14,0,838,0,6485718,0.39,0.81,3,604,0
E02110,E00523,shared_director,0.91,38,7342241,0.43,1.45,3,700,0,4102158,0.29,0.92,2,693,0
E00267,E00523,supplier,0.93,29,3298887,0.99,1.39,0,646,0,4102158,0.29,0.92,2,693,0
E00248,E00523,co-investor,0.63,33,3754259,0.75,1.28,2,635,1,4102158,0.29,0.92,2,693,0
E01701,E00523,co-investor,0.89,26,1823070,0.94,1.4,1,631,0,4102158,0.29,0.92,2,693,0
E01421,E00523,shared_director,0.29,45,1918413,0.48,1.49,3,618,0,4102158,0.29,0.92,2,693,0
E00502,E01096,shared_director,0.32,7,5018583,0.16,1.66,1,780,0,3320238,0.94,0.74,1,587,1
E02282,E01096,parent_company,0.87,33,5003691,0.49,1.03,1,749,0,3320238,0.94,0.74,1,587,1
E00502,E02692,supplier,0.48,12,5018583,0.16,1.66,1,780,0,4201802,0.31,0.64,1,650,0
E02682,E02692,shared_director,0.43,22,5549483,0.19,0.98,4,817,0,4201802,0.31,0.64,1,650,0
E01698,E02692,parent_company,0.35,30,3861232,0.73,1.09,0,622,1,4201802,0.31,0.64,1,650,0
E00208,E01189,shared_director,0.88,27,5269969,0.32,1.5,0,648,0,4486824,0.54,1.93,1,829,0
E01419,E01189,parent_company,0.58,48,4443217,0.93,1.6,1,614,0,4486824,0.54,1.93,1,829,0
E00483,E01189,co-investor,0.53,17,3323225,0.5,1.24,4,547,0,4486824,0.54,1.93,1,829,0
E02064,E01189,parent_company,0.19,38,5133831,0.43,1.25,3,620,0,4486824,0.54,1.93,1,829,0
E00297,E01189,supplier,0.58,22,4259353,0.4,1.62,3,806,0,4486824,0.54,1.93,1,829,0
E02240,E01189,supplier,0.45,4,3007900,0.94,0.57,1,843,0,4486824,0.54,1.93,1,829,0
E00208,E00689,shared_director,0.84,26,5269969,0.32,1.5,0,648,0,3591424,0.85,0.92,1,793,0
E01573,E00689,co-investor,0.29,4,5007606,0.81,1.9,2,805,0,3591424,0.85,0.92,1,793,0
E02819,E00689,supplier,0.16,23,4413188,0.57,1.95,2,590,0,3591424,0.85,0.92,1,793,0
E00726,E00689,supplier,0.47,40,5107976,0.31,0.65,2,649,0,3591424,0.85,0.92,1,793,0
